institution_id;institution_name;search_result_name;institution_geolocation;dist (m);source
5270;Universita di Parma;Parco Area Delle Scienze 33;44.764021, 10.315708;;Mapbox
5271;National Research Counsel;Via Madonna Del Piano;43.816652, 11.202513;;Mapbox
5275;Departamento de Biologia;Rua De Aveiro;40.348932, -8.436646;;Mapbox
5278;CENTRE FOR SCIENTIFICE CULTURE ETTORE MAJORANA;Via San Donato 1;44.526342, 11.415495;;Mapbox
5285;KUNSTAKADEMIETS ARKITEKTSKOLE;Philip De Langes Allé 10;55.68156, 12.603546;;Mapbox
5297;CR2 LTD.;Ballymount Cross Roundabout;53.312994, -6.35911;;Mapbox
5298;BOUYGUES TELECOM;20 Quai Du Point Du Jour;48.832218, 2.259209;;Mapbox
5320;ORGANIZATION FOR THE MASTER PLAN AND ENVIRONMENTAL PROTECTION OF THESSALONIKI;546 43;40.607908, 22.953354;;Mapbox
5326;SVENSK KAERNBRAENSLEHANTERING AB;Brahevägen 47;59.387717, 18.050611;;Mapbox
5327;GALSON SCIENCES LTD.;5 Melton Road;52.670385, -0.732061;;Mapbox
5333;Swedish Nuclear Power Inspectorate;Stockholm;59.324337, 18.06902;;Mapbox
5344;Union of Estonian Property Maintenance and Management Companies;Silde;59.4284, 24.841814;;Mapbox
5360;NETIMAGE SARL;La Billardiere;47.691705, 1.076352;;Mapbox
5361;DIGITAL ARCHIVE JAPAN ALLIANCE;Ogaki;35.36362, 136.617321;;Mapbox
5372;POULIADIS ASSOCIATES CORP;Pouliadis Associates Corporation;37.98376, 23.72784;;OpenAlexNormalized
5386;Information Systems Lab ICS FORTH;Mouton Dr;30.47972, -92.71823;;Mapbox
5398;ENVIRECO ADVANCED ECOLOGICAL SYSTEMS LTD;El Nozha;30.11, 31.34;;Mapbox
5401;THE GETTY CONSERVATION INSTITUTE;1200 Getty Center Drive;34.087752, -118.475756;;Mapbox
5411;HIGHLAND NATURAL PRODUCTS LIMITED;Cnoc-Na-Boull;57.510523, -4.47741;;Mapbox
5421;TECHNIKA PLASTIKA S.A.;Elefsinas - Thivas;38.300878, 23.321168;;Mapbox
5423;IPF - INDUSTRIA PRODUTORA DE FIOS, S.A.;R Felgueiras;41.064469, -7.932295;;Mapbox
5425;LASKARIS;192 00;38.041694, 23.541119;;Mapbox
5431;INESC PORTO - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES DO PORTO;R Roberto Frias;41.147985, -8.53908;;Mapbox
5434;ZEUS CONSULTING S.A.;262 21;38.245508, 21.734795;;Mapbox
5435;UNINOVA - INSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIAS;Monte;41.688204, -8.433622;;Mapbox
5446;THE GOULANDRIS NATURAL HISTORY MUSEUM;Goulandris Natural History Museum;37.98376, 23.72784;;OpenAlexNormalized
5449;UNIVERSITE DE TUNIS;Tunis;36.800207, 10.185776;;Mapbox
5454;GEOPHYSICAL INSTITUTE - BULGARIAN ACADEMY OF SCIENCES;Sofia 3;43.199035, 27.914035;;Mapbox
5455;INTERNATIONAL CENTRE FOR NUMERICAL METHODS IN ENGINEERING;Carrer Del Gran Capità;41.388948, 2.108653;;Mapbox
5460;CENTRAL LABORATORY FOR SEISMIC MECHANICS AND EARTHQUAKE ENGINEERING - BULGARIAN ACADEMY OF SCIENCE;Sofia 3;43.199035, 27.914035;;Mapbox
5467;INSTITUTE FOR PROTECTION OF CULTURAL HERITAGE AND NATURAL RARITIES;Ohridska;41.030722, 21.32705;;Mapbox
5471;TRATOLIXO - TRATAMENTO DE RESIDUOS SOLIDOS, S.A.;R Fe 5;38.735026, -9.313697;;Mapbox
5472;VALORIZACAO E TRATAMENTO DE RESIDUOS SOLIDOS DA AREA METROPOLITANA DE LISBOA NORTE, S.A.;Rua De São João;38.793102, -9.148987;;Mapbox
5476;THE ADVANCED COMPOSITES GROUP LTD.;Sinclair Close;53.006177, -1.366422;;Mapbox
5492;Centre for Renewable Sources (CRES);Marathonos;38.001851, 23.940632;;Mapbox
5493;National Centre for Social Research (EKKE);11527 Eldred Avenue;44.979062, -90.18031;;Mapbox
5496;ESBENSEN CONSULTING ENGINEERS A/S;Carl Jacobsens Vej 25;55.654338, 12.515746;;Mapbox
5503;ICLEI ASIA PACIFIC SECRETARIAT, JAPAN OFFICE;106-0041;35.660593, 139.739552;;Mapbox
5508;BIOSCAN B.V.;Professor Bronkhorstlaan 10;52.153977, 5.204558;;Mapbox
5512;Bioscan B.V.;Professor Bronkhorstlaan 10;52.153977, 5.204558;;Mapbox
5529;Helsinki University of Technology - TKK;Boxvägen 6200;60.343225, 25.300078;;Mapbox
5544;UGOT;Medicinaregatan 16;57.687928, 11.958799;;Mapbox
5545;GENOLIFE S.A.;Saint-Beauzire;45.85115, 3.180975;;Mapbox
5555;DIGITAL PUBLISHING JAPAN;Kyoto;35.006173, 135.769177;;Mapbox
5564;TECHNOLOGY MARKETING CONSULTANCY;Rue De La Victoire;50.829118, 4.349982;;Mapbox
5566;INSTITUTE OF GENERAL GENETICS AND CYTOLOGY - ACADEMY OF SCIENCES OF THE REPUBLIC OF KAZAKHSTAN;Almaty;43.236392, 76.945728;;Mapbox
5570;CIT ENERGY MANAGEMENT AB;CIT Energy Management (Sweden);57.70716, 11.96679;;OpenAlexNormalized
5572;iC-consulenten ZT GesmbH;Kaiserstraße 45;48.201338, 16.340126;;Mapbox
5587;OPINIA - INDEPENDENT SOCIOLOGICAL AND INFORMATION SERVICE;31 Augusta 3;47.137462, 28.858539;;Mapbox
5589;THE INTERNATIONAL CENTRE FOR SOCIOLOGICAL, POLITICAL AND SOCIAL PSYCHOLOGICAL RESEARCH;Bishkek;42.87779, 74.606693;;Mapbox
5607;FUJITSU LABORATORIES OF AMERICA, INCORPORATED;595 Lawrence Expressway;37.386436, -121.996997;;Mapbox
5620;EUROPEAN CENTER FOR COATINGS AND SURFACE TECHNOLOGY;Parkweg 1;52.221412, 6.884981;;Mapbox
5625;SAPA AUTOPLASTICS SP. Z.O.O.;Leonarda Da Vinci 10;50.324545, 18.613584;;Mapbox
5627;ECCS (European Centre for Coating and Surface Technology);Parkweg 1;52.221412, 6.884981;;Mapbox
5632;School of Biochemistry & Microbiology;School Lane;53.828192, -1.344958;;Mapbox
5727;ECOBILAN S.A.;34 Rue De Toul;48.840104, 2.402661;;Mapbox
5639;THE HEBREW UNIVERSITY OF JERUSALEM;Jerusalem 91120;32.968468, 35.496942;;Mapbox
5645;NOVO-NORDISK A/S;Novo Alle 1;55.754555, 12.455185;;Mapbox
5648;FREIBERG UNIVERSITY OF MINING AND TECHNOLOGY;Leipziger Straße 29;50.925566, 13.333425;;Mapbox
5655;RESEARCH CENTER ROSSENDORF;Dresden;51.049072, 13.738695;;Mapbox
5657;TeraView Ltd.;TeraView (United Kingdom);52.2, 0.11667;;OpenAlexNormalized
5668;National Institute of Agronomic Research, Dept. of Economics;4 Allée A;50.336238, 3.21348;;Mapbox
5684;Centre National du Machinisme Agricole, du Génie Rural, des Eaux et Forêts;24 Avenue Des Landais;45.764127, 3.111132;;Mapbox
5685;CIME-SUPEUROPE (CESEC);Rue Claude Bloch;49.209866, -0.35887;;Mapbox
5691;COMERCIAL TECNICA Y VIVEROS S.L.;Carretera Nacional 340;39.017318, -0.540438;;Mapbox
5712;MUHENDISLIK, DANISMANLIK, ARASTIRMA, A.S.;Kurum Sokak;40.040224, 32.888286;;Mapbox
5713;DELTA SINGULAR S.A.;145 65;38.140267, 23.859717;;Mapbox
5716;PLANET AE;64 Street;-31.32858, 27.821991;;Mapbox
5733;National Centre For Scientific Research 'Demokrito;15310 Eldred Avenue;44.979063, -90.180334;;Mapbox
5744;SHELL HYDROGEN B.V.;Badhuisweg 3;52.435553, 4.827673;;Mapbox
5746;TECHNOLOGICAL INSTITUTE OF ICELAND;Keldnaholt;64.140784, -21.770786;;Mapbox
5750;STRAETO BS. (GREATER REYKJAVIK TRANSPORT);Þönglabakki 4;64.109498, -21.842671;;Mapbox
5752;AAC CENTRO DE ACUSTICA APLICADA SL;Carrer De Leonardo Da Vinci;41.511885, 1.88797;;Mapbox
5757;Universite Louis Pasteur, Strasbourg 1;3 Rue De L'argonne;48.584207, 7.771687;;Mapbox
5769;ISRAEL AIRCRAFT INDUSTRIES LTD;Ben Gurion;32.058526, 34.842663;;Mapbox
5774;AGENCIA PARA ENERGIA;Estrada De Alfragide;38.737743, -9.213777;;Mapbox
5779;MICROGROW LTD;62nd Street Northeast;45.240763, -93.558732;;Mapbox
5799;MAKASH - Advancing CMC Applications in Education;Nurit;32.705527, 35.325662;;Mapbox
5805;FWU Institut fur Film und Bild in Wissenschaft und Unterricht gGmbH;Bavariafilmplatz 3;48.067547, 11.547058;;Mapbox
5812;EXODUS A.E.;6-10;46.772411, -122.125144;;Mapbox
5849;OCEANOGRAPHIC COMPANY OF NORWAY ASA;Trondheim;63.432697, 10.397414;;Mapbox
5856;FOURNI RODOU;El Salvador;13.736897, -88.866511;;Mapbox
5859;INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM VZW;Kapeldreef 75;50.865396, 4.67925;;Mapbox
5861;ATHENS INTERNATIONAL AIRPORT S.A.;B17;41.304904, 2.078339;;Mapbox
5869;Tampereen Viatek Oy;Tampere;61.4981, 23.757025;;Mapbox
5871;MEGATEL INFORMATIONS- UND KOMMUNIKATIONSSYSTEME GMBH;Universitätsallee 18;53.103006, 8.859657;;Mapbox
5877;megatel GmbH;Universitätsallee 18;53.103006, 8.859657;;Mapbox
5890;SYSTEMA TECHNOLOGIES S.A.;215 Ave;41.991557, -90.741156;;Mapbox
5903;ADVANCED PRODUCTS AND SERVICES FOR THE INFORMATION SOCIETY LTD;3-5 Street;-31.328656, 27.822105;;Mapbox
5917;MALTA NATIONAL LABORATORY COMPANY LIMITED;Valletta;35.898982, 14.513676;;Mapbox
5919;COUNCIL FOR THE CENTRAL LABORATORY OF THE RESEARCH COUNCILS;OX11 0QX;51.574887, -1.314517;;Mapbox
5939;KUNGL. VETENSKAPSAKADEMIEN KVA;Lilla Frescativägen 4;59.366468, 18.05188;;Mapbox
5946;INSTITUTE OF COMPUTER AND COMMUNICATIONS SYSTEMS;Bd. Todor Aleksandrov 1113;42.699892, 23.309933;;Mapbox
5961;THE MANCHESTER METROPOLITAN UNIVERSITY;All Saints Street;53.500499, -2.177663;;Mapbox
5982;Universite Pierre et Marie Curie - Paris VI;28 Route De Villefranche;43.772484, 1.390053;;Mapbox
6035;AVIS RENT A CAR LTD;Station Road;51.501144, -0.424029;;Mapbox
6038;ARROW ECOLOGY LTD;Hahistadrut;32.775945, 35.03445;;Mapbox
6039;CITTA DELLE LANGHE SCRL;Piazza Aldo Moro 1;44.494555, 7.974092;;Mapbox
